1,0.5,0.21567,0.21567,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22081,1
1,0.5,0.305,1.25,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17255,1
1,0.5,0.21567,2.2843,1,-30,29.434,17.675,6.1014,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,-3.1038,0.24347,0.21161,0,0,0,0,0,0,0,0,0,0,0,0,-0.027284,1
1,0.5,1.25,0.305,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17255,1
1,0.5,2.2843,0.21567,1,-30,-30,-30,-30,29.434,-30,-30,-30,17.675,-30,-30,-30,6.1014,-30,-30,-30,0,0,0,0,-3.1038,0,0,0,0.24347,0,0,0,0.21161,0,0,0,-0.027284,1
4,0.5,0.21567,7.7157,1,6.1014,17.675,29.434,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0.21161,0.24347,-3.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25323,1
4,0.5,0.305,8.75,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30421,1
4,0.5,0.21567,9.7843,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21038,1
4,0.5,1.25,9.695,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014236,1
4,0.5,2.2843,9.7843,1,-30,-30,-30,-30,-30,-30,-30,29.434,-30,-30,-30,17.675,-30,-30,-30,6.1014,0,0,0,0,0,0,0,-3.1038,0,0,0,0.24347,0,0,0,0.21161,0.27392,1
13,0.5,7.7157,0.21567,1,6.1014,-30,-30,-30,17.675,-30,-30,-30,29.434,-30,-30,-30,-30,-30,-30,-30,0.21161,0,0,0,0.24347,0,0,0,-3.1038,0,0,0,0,0,0,0,-0.25323,1
13,0.5,8.75,0.305,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30421,1
13,0.5,9.7843,0.21567,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21038,1
13,0.5,9.695,1.25,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014236,1
13,0.5,9.7843,2.2843,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,29.434,17.675,6.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1038,0.24347,0.21161,0.27392,1
16,0.5,7.7157,9.7843,1,-30,-30,-30,6.1014,-30,-30,-30,17.675,-30,-30,-30,29.434,-30,-30,-30,-30,0,0,0,0.21161,0,0,0,0.24347,0,0,0,-3.1038,0,0,0,0,-0.17379,1
16,0.5,8.75,9.695,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073252,1
16,0.5,9.7843,9.7843,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10089,1
16,0.5,9.695,8.75,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073252,1
16,0.5,9.7843,7.7157,1,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,6.1014,17.675,29.434,-30,0,0,0,0,0,0,0,0,0,0,0,0,0.21161,0.24347,-3.1038,0,-0.17379,1
1,0.5,1.25,2.195,1,-30,37.186,20.781,8.9265,-30,25.374,16.147,6.7563,-30,-30,6.9038,1.5131,-30,-30,-30,-30,0,0.86605,0.73128,0.50931,0,0.33003,0.52757,0.43703,0,0,0.2488,0.29466,0,0,0,-25.077,0.17149,2
1,0.5,2.2843,2.2843,1,-30,29.434,17.675,6.1014,29.434,33.639,19.341,7.6717,17.675,19.341,12.918,-30,6.1014,7.6717,4.9422,0.15581,0,-3.1038,0.24347,0.21161,-3.1038,0.91178,0.62755,0.39791,0.24347,0.62755,0.57974,0,0.21161,0.39791,0.43089,0.37681,0.27381,2
1,0.5,2.195,1.25,1,-30,-30,-30,-30,37.186,25.374,-30,-30,20.781,16.147,6.9038,-5.1981,8.9265,6.7563,1.5131,-4.7516,0,0,0,0,0.86605,0.33003,0,0,0.73128,0.52757,0.2488,0.08502,0.50931,0.43703,0.29466,0.17137,0.17149,2
4,0.5,1.25,7.805,1,8.9265,20.781,37.186,-30,6.7563,16.147,25.374,-30,1.5131,6.9038,-30,-30,-4.7516,-5.1981,-30,-30,0.50931,0.73128,0.86605,0,0.43703,0.52757,0.33003,0,0.29466,0.2488,0,0,0.17137,0.08502,0,0,-0.077718,2
4,0.5,2.2843,7.7157,1,6.1014,17.675,29.434,-30,7.6717,19.341,33.639,29.434,4.9422,12.918,19.341,17.675,0.15581,4.9422,7.6717,6.1014,0.21161,0.24347,-3.1038,0,0.39791,0.62755,0.91178,-3.1038,0.43089,0.57974,0.62755,0.24347,0.37681,0.43089,0.39791,0.21161,0.17511,2
4,0.5,2.195,8.75,1,-30,-30,-30,-30,-30,-30,25.374,37.186,-5.1981,6.9038,16.147,20.781,-4.7516,1.5131,6.7563,8.9265,0,0,0,0,0,0,0.33003,0.86605,0.08502,0.2488,0.52757,0.73128,0.17137,0.29466,0.43703,0.50931,0.36205,2
13,0.5,7.805,1.25,1,8.9265,6.7563,-30,-4.7516,20.781,16.147,6.9038,-5.1981,37.186,25.374,-30,-30,-30,-30,-30,-30,0.50931,0.43703,0,0.17137,0.73128,0.52757,0.2488,0.08502,0.86605,0.33003,0,0,0,0,0,0,-0.077718,2
13,0.5,7.7157,2.2843,1,6.1014,-30,4.9422,0.15581,17.675,19.341,12.918,4.9422,29.434,33.639,19.341,7.6717,-30,29.434,17.675,6.1014,0.21161,0,0.43089,0.37681,0.24347,0.62755,0.57974,0.43089,-3.1038,0.91178,0.62755,0.39791,0,-3.1038,0.24347,0.21161,0.17511,2
13,0.5,8.75,2.195,1,-30,-30,-5.1981,-4.7516,-30,-30,6.9038,1.5131,-30,25.374,-30,-30,-30,37.186,20.781,8.9265,0,0,0.08502,0.17137,0,0,0.2488,0.29466,0,0.33003,-45.619,0,0,0.86605,0.73128,0.50931,0.36205,2
16,0.5,7.805,8.75,1,-4.7516,-30,6.7563,8.9265,-5.1981,6.9038,16.147,20.781,-30,-30,25.374,37.186,-30,-30,-30,-30,0.17137,-31.218,0.43703,0.50931,0.08502,0.2488,0.52757,0.73128,0,0,0.33003,0.86605,0,0,0,0,-0.23811,2
16,0.5,7.7157,7.7157,1,0.15581,4.9422,7.6717,6.1014,-30,12.918,19.341,17.675,7.6717,19.341,33.639,29.434,6.1014,17.675,29.434,-30,0.37681,0.43089,0.39791,0.21161,0,0.57974,0.62755,0.24347,0.39791,0.62755,0.91178,-3.1038,0.21161,0.24347,-3.1038,0,-0.25494,2
16,0.5,8.75,7.805,1,-30,-5.1981,-30,-30,1.5131,6.9038,-30,-30,6.7563,16.147,25.374,-30,8.9265,20.781,37.186,-30,0,0.08502,0,0,0.29466,0.2488,0,0,0.43703,0.52757,0.33003,0,0.50931,0.73128,0.86605,0,-0.23811,2
1,0.5,1.6593,2.2843,1,-30,35.818,19.155,6.9736,28.834,30.225,18.195,7.3135,14.409,16.076,10.907,3.8526,3.7496,5.2742,-30,-1.1404,0,0.28405,0.37796,0.27077,0.097061,0.87572,0.64514,0.41968,0.24198,0.55556,0.54185,0.42177,0.20002,0.36048,0,0.35943,0.26347,3
1,0.5,2.2843,1.6593,1,-30,28.834,14.409,3.7496,35.818,30.225,16.076,5.2742,19.155,18.195,10.907,3.0593,6.9736,7.3135,3.8526,-30,0,0.097061,0.24198,0.20002,0.28405,0.87572,0.55556,0.36048,0.37796,0.64514,0.54185,0.3987,0.27077,0.41968,0.42177,0,0.26347,3
4,0.5,1.6593,7.7157,1,6.9736,19.155,35.818,-30,7.3135,18.195,30.225,28.834,3.8526,10.907,16.076,14.409,-1.1404,3.0593,5.2742,3.7496,0.27077,0.37796,0.28405,0,0.41968,0.64514,0.87572,0.097061,0.42177,0.54185,0.55556,0.24198,0.35943,0.3987,0.36048,0.20002,0.17013,3
4,0.5,2.2843,8.3407,1,3.7496,14.409,28.834,-30,5.2742,16.076,30.225,35.818,3.0593,10.907,18.195,19.155,-1.1404,3.8526,7.3135,6.9736,0.20002,0.24198,0.097061,0,0.36048,0.55556,0.87572,0.28405,0.3987,0.54185,0.64514,0.37796,0.35943,0.42177,0.41968,0.27077,0.20195,3
13,0.5,7.7157,1.6593,1,6.9736,7.3135,3.8526,-1.1404,19.155,18.195,10.907,3.0593,35.818,30.225,16.076,5.2742,-30,28.834,14.409,3.7496,0.27077,0.41968,0.42177,0.35943,0.37796,0.64514,0.54185,0.3987,0.28405,0.87572,0.55556,0.36048,0,0.097061,0.24198,0.20002,0.17013,3
13,0.5,8.3407,2.2843,1,3.7496,-30,3.0593,-1.1404,14.409,16.076,10.907,-30,28.834,30.225,18.195,7.3135,-30,-30,-30,-30,0.20002,-34.914,0.3987,0.35943,0.24198,0.55556,0.54185,0,0.097061,0.87572,0.64514,0.41968,0,-65.534,0,0,0.20195,3
